SKD DEJAVNOST;SPOL;STATUS ZAPOSLITVE;LETO;RAZRED NETO - SKUPAJ;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
P IZOBRAZEVANJE;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2017;54461;2663;1940;1764;2069;2110;1663;1503;1358;1352;2106;1967;2068;2095;2744;3847;6457;7670;5113;2513;1636
P IZOBRAZEVANJE;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2018;55547;2943;1881;1799;2166;2316;1729;1534;1461;1897;2187;2125;1985;2334;2984;4281;6370;7048;4458;2384;1665
P IZOBRAZEVANJE;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2019;56542;2988;1696;1710;2038;2200;1776;1544;1477;2031;2137;2308;2235;2319;3032;4397;6228;7434;4721;2501;1770
P IZOBRAZEVANJE;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2020;55182;1921;2757;2753;2193;1634;1424;1279;1401;1742;2154;2324;1967;2137;2732;4132;5551;7584;5038;2603;1856
P IZOBRAZEVANJE;MOSKI;ZAPOSLENI - SKUPAJ;2009;10760;92;86;90;115;161;234;340;386;397;294;235;298;453;570;612;800;1255;1563;1488;1291
P IZOBRAZEVANJE;MOSKI;ZAPOSLENI - SKUPAJ;2010;10676;89;120;148;209;251;324;375;264;256;245;233;415;452;542;575;920;1279;1393;1374;1279
P IZOBRAZEVANJE;MOSKI;ZAPOSLENI - SKUPAJ;2011;10854;118;144;152;226;253;385;413;274;332;305;316;401;474;513;609;841;1128;1425;1386;1176
P IZOBRAZEVANJE;MOSKI;ZAPOSLENI - SKUPAJ;2012;10674;193;151;215;268;280;381;348;288;268;216;329;472;421;480;573;842;1155;1289;1334;1083
P IZOBRAZEVANJE;MOSKI;ZAPOSLENI - SKUPAJ;2013;10350;246;250;211;308;315;355;286;289;223;318;409;542;486;436;596;863;1013;1243;1188;961
P IZOBRAZEVANJE;MOSKI;ZAPOSLENI - SKUPAJ;2014;10412;287;247;270;307;348;355;275;202;331;392;485;532;527;487;598;862;1046;1193;1173;996
P IZOBRAZEVANJE;MOSKI;ZAPOSLENI - SKUPAJ;2015;10334;365;265;257;332;349;360;234;232;211;311;460;446;381;512;560;755;1110;1101;1126;967
P IZOBRAZEVANJE;MOSKI;ZAPOSLENI - SKUPAJ;2016;10567;363;258;309;301;292;346;329;286;254;409;358;339;385;496;640;884;1197;1137;1032;952
P IZOBRAZEVANJE;MOSKI;ZAPOSLENI - SKUPAJ;2017;10698;271;283;323;311;329;327;297;306;385;388;401;390;401;505;624;930;1167;1138;1007;1035
P IZOBRAZEVANJE;MOSKI;ZAPOSLENI - SKUPAJ;2018;10847;294;316;347;337;335;336;329;338;464;410;360;323;417;512;650;909;1117;1036;983;1034
P IZOBRAZEVANJE;MOSKI;ZAPOSLENI - SKUPAJ;2019;11065;283;257;365;299;258;309;313;331;539;403;422;461;429;521;711;929;1130;1028;992;1110
P IZOBRAZEVANJE;MOSKI;ZAPOSLENI - SKUPAJ;2020;11076;244;337;418;335;323;286;284;373;459;408;409;370;389;484;698;932;1155;1041;1006;1125
P IZOBRAZEVANJE;ZENSKE;ZAPOSLENI - SKUPAJ;2009;40052;561;580;935;1284;1421;1016;1081;1232;1174;1027;1135;1368;1401;1951;2100;3053;6478;8044;3498;713
P IZOBRAZEVANJE;ZENSKE;ZAPOSLENI - SKUPAJ;2010;40518;848;949;1285;1377;1035;1216;1353;691;990;992;1186;1480;1612;1813;1912;3343;6818;7128;2975;761
P IZOBRAZEVANJE;ZENSKE;ZAPOSLENI - SKUPAJ;2011;41776;1260;1310;1316;1377;872;1164;1315;872;1028;1179;1498;1480;1612;1893;2069;3863;6592;6727;2795;638
P IZOBRAZEVANJE;ZENSKE;ZAPOSLENI - SKUPAJ;2012;41668;1661;1549;1395;1672;1323;1278;1187;1035;1028;1115;1498;1933;1612;1712;2190;4261;6690;6056;2505;575
P IZOBRAZEVANJE;ZENSKE;ZAPOSLENI - SKUPAJ;2013;41545;2134;1866;1247;1771;1301;1108;1132;1013;882;1323;1624;1916;1760;1640;2328;4756;6512;5237;2018;477
P IZOBRAZEVANJE;ZENSKE;ZAPOSLENI - SKUPAJ;2014;42248;1785;1812;1703;1852;1502;967;677;981;1138;1480;1624;1460;1671;1913;2076;4756;6466;5018;2107;510
P IZOBRAZEVANJE;ZENSKE;ZAPOSLENI - SKUPAJ;2015;42298;2535;1939;1588;1789;1376;1202;1069;967;1113;1333;1675;1763;1547;1869;2750;4383;6281;4781;1852;486
P IZOBRAZEVANJE;ZENSKE;ZAPOSLENI - SKUPAJ;2016;42959;2586;1802;1781;1667;1445;1200;1066;970;981;1429;1583;1606;1608;2098;3028;5391;6581;4112;1531;494
P IZOBRAZEVANJE;ZENSKE;ZAPOSLENI - SKUPAJ;2017;43763;2392;1657;1441;1758;1523;1280;1113;1046;1260;1603;1764;1708;1694;2239;3223;5527;6503;3975;1506;601
P IZOBRAZEVANJE;ZENSKE;ZAPOSLENI - SKUPAJ;2018;44700;2649;1565;1452;1829;1981;1393;1205;1123;1433;1777;1765;1662;1917;2472;3631;5461;5931;3422;1401;631
P IZOBRAZEVANJE;ZENSKE;ZAPOSLENI - SKUPAJ;2019;45477;2705;1439;1345;1739;1523;1467;1231;1146;1492;1734;1886;1708;1890;2511;3686;5299;6304;3693;1509;660
P IZOBRAZEVANJE;ZENSKE;ZAPOSLENI - SKUPAJ;2020;44106;1677;2420;2335;1858;1311;1138;995;1028;1283;1746;1915;1597;1748;2248;3434;4619;6429;3997;1597;731
Q ZDRAVSTVO IN SOCIALNO VARSTVO;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2009;42183;561;579;734;1057;1393;1640;1875;1847;1849;2021;2405;2965;2988;2901;3165;3105;2417;2117;2409;4155
Q ZDRAVSTVO IN SOCIALNO VARSTVO;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2010;42669;754;855;1035;1304;1653;1848;1876;1837;1868;2213;2700;2894;2720;2849;3068;2708;2234;2110;2326;3817
Q ZDRAVSTVO IN SOCIALNO VARSTVO;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2011;43334;1018;1059;1084;1488;1648;1864;1860;1791;1970;2338;2637;2914;2748;2919;2978;2746;2180;2105;2373;3614
Q ZDRAVSTVO IN SOCIALNO VARSTVO;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2012;43805;1226;1144;1379;1557;1823;1977;1813;1862;2105;2360;2719;2796;2726;2775;2782;2636;2169;1992;2350;3614
Q ZDRAVSTVO IN SOCIALNO VARSTVO;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2013;44202;1399;1457;1202;1368;1867;1984;1833;1901;2210;2372;2762;2806;2750;2772;2849;2635;2100;2078;2357;3500
Q ZDRAVSTVO IN SOCIALNO VARSTVO;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2014;44146;1370;1339;1267;1611;1938;1954;1861;1928;2050;2240;2603;2740;2694;2733;2774;2591;2219;2156;2474;3604
Q ZDRAVSTVO IN SOCIALNO VARSTVO;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2015;44599;1743;1508;1350;1772;2001;1978;1881;1960;2260;2582;2864;2563;2536;2672;2560;2462;2023;2123;2358;3403
Q ZDRAVSTVO IN SOCIALNO VARSTVO;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2016;45941;1501;1565;1496;2016;2006;2007;2011;2113;2166;2500;2746;2735;2698;2589;2637;2521;2172;2321;2603;3538
Q ZDRAVSTVO IN SOCIALNO VARSTVO;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2017;47451;1393;1530;1634;2106;2101;2057;2130;2194;2284;2498;2713;2880;2869;2688;2735;2583;2320;2414;2572;3750
Q ZDRAVSTVO IN SOCIALNO VARSTVO;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2018;47514;1537;1411;1536;2061;2222;2070;2071;2158;2430;2543;2759;2887;2812;2597;2751;2583;2271;2400;2427;3988
Q ZDRAVSTVO IN SOCIALNO VARSTVO;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2019;49529;1591;1415;1656;2006;2114;2097;2116;2226;2474;2575;2798;2998;2977;2781;2835;2730;2621;2634;2769;4116
Q ZDRAVSTVO IN SOCIALNO VARSTVO;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2020;50749;1880;1812;2113;2406;2340;2299;2284;2438;2475;2632;2812;2917;2689;2730;2862;2648;2366;2617;2601;3828
Q ZDRAVSTVO IN SOCIALNO VARSTVO;MOSKI;ZAPOSLENI - SKUPAJ;2009;7672;72;106;76;117;154;184;242;276;342;383;453;467;448;499;465;484;387;348;478;1691
Q ZDRAVSTVO IN SOCIALNO VARSTVO;MOSKI;ZAPOSLENI - SKUPAJ;2010;7817;72;113;120;139;221;230;292;345;346;409;479;465;452;427;440;470;384;387;493;806
Q ZDRAVSTVO IN SOCIALNO VARSTVO;MOSKI;ZAPOSLENI - SKUPAJ;2011;8014;103;106;158;203;208;246;301;330;391;432;489;478;426;422;426;437;378;398;704;1547
Q ZDRAVSTVO IN SOCIALNO VARSTVO;MOSKI;ZAPOSLENI - SKUPAJ;2012;8220;119;143;192;207;252;296;325;348;437;456;494;442;414;404;384;434;420;544;526;758
Q ZDRAVSTVO IN SOCIALNO VARSTVO;MOSKI;ZAPOSLENI - SKUPAJ;2013;8355;146;173;211;212;270;304;323;396;421;449;456;438;442;414;404;438;398;604;540;493
Q ZDRAVSTVO IN SOCIALNO VARSTVO;MOSKI;ZAPOSLENI - SKUPAJ;2014;8288;147;158;205;256;280;298;306;373;381;415;435;447;402;399;439;401;401;440;712;1005
Q ZDRAVSTVO IN SOCIALNO VARSTVO;MOSKI;ZAPOSLENI - SKUPAJ;2015;8517;190;207;194;262;306;327;343;415;424;458;460;425;402;379;404;428;424;426;567;1476
Q ZDRAVSTVO IN SOCIALNO VARSTVO;MOSKI;ZAPOSLENI - SKUPAJ;2016;8750;185;207;226;299;288;289;347;436;448;454;442;435;427;381;430;430;426;465;643;1492
Q ZDRAVSTVO IN SOCIALNO VARSTVO;MOSKI;ZAPOSLENI - SKUPAJ;2017;9152;168;202;261;357;304;315;359;429;461;447;456;449;469;430;429;443;476;499;651;1313
Q ZDRAVSTVO IN SOCIALNO VARSTVO;MOSKI;ZAPOSLENI - SKUPAJ;2018;9402;170;218;224;340;330;315;385;416;465;475;470;514;469;457;430;449;486;520;633;1636
Q ZDRAVSTVO IN SOCIALNO VARSTVO;MOSKI;ZAPOSLENI - SKUPAJ;2019;9772;192;213;245;306;322;322;357;370;455;488;480;509;519;509;501;513;507;543;738;1683
Q ZDRAVSTVO IN SOCIALNO VARSTVO;MOSKI;ZAPOSLENI - SKUPAJ;2020;10104;261;265;303;355;371;340;419;456;462;453;483;536;462;496;568;500;492;565;737;1580
Q ZDRAVSTVO IN SOCIALNO VARSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2009;34511;489;473;658;940;1239;1456;1633;1571;1507;1638;1952;2498;2540;2402;2700;2621;2030;1769;1931;2464
Q ZDRAVSTVO IN SOCIALNO VARSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2010;34852;682;742;915;1165;1432;1618;1584;1492;1522;1804;2221;2429;2268;2422;2628;2248;1850;1723;1833;2134
Q ZDRAVSTVO IN SOCIALNO VARSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2011;35320;915;953;926;1285;1440;1618;1564;1461;1579;1906;2148;2436;2322;2497;2392;2248;1802;1707;1839;2067
Q ZDRAVSTVO IN SOCIALNO VARSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2012;35585;1107;1001;1187;1350;1571;1681;1564;1514;1668;1904;2225;2354;2312;2371;2398;2202;1754;1722;1824;2171
Q ZDRAVSTVO IN SOCIALNO VARSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2013;35847;1253;1284;991;1156;1597;1680;1510;1505;1789;1912;2306;2368;2308;2358;2445;2197;1702;1739;1817;2171
Q ZDRAVSTVO IN SOCIALNO VARSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2014;35858;1223;1181;1062;1355;1658;1656;1555;1555;1669;1825;2168;2293;2292;2334;2335;2190;1818;1716;1845;2134
Q ZDRAVSTVO IN SOCIALNO VARSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2015;36082;1553;1301;1156;1510;1695;1651;1538;1545;1836;2124;2404;2138;2134;2293;2156;2034;1599;1697;1791;1927
Q ZDRAVSTVO IN SOCIALNO VARSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2016;37191;1316;1358;1270;1717;1718;1718;1664;1677;1718;2046;2304;2300;2271;2208;2207;2091;1746;1856;1960;2046
Q ZDRAVSTVO IN SOCIALNO VARSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2017;38299;1225;1328;1373;1749;1797;1742;1771;1765;1823;2051;2257;2431;2400;2258;2306;2140;1823;1915;1921;2201
Q ZDRAVSTVO IN SOCIALNO VARSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2018;38112;1367;1193;1312;1721;1892;1755;1686;1742;1965;2068;2289;2373;2343;2140;2321;2134;1785;1880;1794;2352
Q ZDRAVSTVO IN SOCIALNO VARSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2019;39757;1399;1202;1411;1700;1792;1775;1759;1856;2019;2087;2318;2489;2458;2272;2334;2217;2114;2091;2031;2433
Q ZDRAVSTVO IN SOCIALNO VARSTVO;ZENSKE;ZAPOSLENI - SKUPAJ;2020;40645;1619;1547;1810;2051;1969;1959;1865;1982;2013;2179;2329;2381;2227;2234;2294;2148;1874;2052;1864;2248
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2009;8537;192;155;131;147;202;208;236;292;360;372;415;475;550;599;703;670;604;619;937;670
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2010;8043;200;110;154;158;180;253;333;247;380;366;386;457;513;573;635;609;510;618;821;524
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2011;8245;174;157;194;186;211;234;306;301;349;393;417;472;516;591;633;609;513;670;778;474
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2012;8061;211;162;189;207;212;306;361;334;381;371;436;462;516;567;589;578;482;678;702;358
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2013;7858;210;172;198;203;236;295;335;344;389;397;403;489;518;543;506;527;529;634;626;278
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2014;7945;215;198;233;238;268;332;333;357;381;414;404;439;518;567;545;488;494;671;656;293
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2015;7811;246;205;207;211;280;322;329;357;387;386;485;421;527;535;504;454;519;622;569;245
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2016;7902;215;210;225;205;255;315;337;338;398;430;456;455;501;574;477;452;468;712;606;273
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2017;8198;218;232;226;256;265;307;342;376;385;433;485;477;518;502;524;449;502;727;596;252
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2018;8370;257;254;236;256;310;344;317;408;425;455;491;495;530;539;522;431;539;732;583;246
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2019;8526;230;263;273;259;300;328;351;411;430;465;489;476;544;539;559;514;540;698;579;278
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2020;8328;302;353;306;290;300;346;375;397;421;457;465;494;499;588;515;496;495;566;447;216
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2009;4432;101;84;51;65;86;97;125;158;200;193;216;249;279;280;307;292;283;313;559;494
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2010;4145;92;52;59;99;82;140;158;174;176;196;208;244;245;248;270;274;239;344;488;364
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2011;4182;73;56;93;103;116;140;167;177;191;200;229;241;236;254;256;269;251;351;471;328
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2012;4046;89;65;112;115;102;159;206;175;205;196;228;221;230;240;245;261;231;347;431;237
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2013;3932;88;60;93;119;120;160;169;176;203;216;198;226;254;238;225;236;265;333;368;180
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2014;3927;81;87;115;119;120;141;180;183;202;196;204;210;243;243;225;196;235;336;395;196
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2015;3798;107;86;96;100;139;158;172;180;195;196;213;221;247;218;219;204;238;315;334;160
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2016;3857;82;93;110;100;114;167;179;166;208;212;216;222;242;243;203;188;215;355;361;181
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2017;4024;96;105;117;128;128;162;176;186;207;207;245;219;229;234;240;184;238;363;342;161
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2018;4036;109;133;113;123;147;172;174;202;200;216;222;221;238;218;222;199;267;374;327;159
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2019;4140;102;151;149;121;136;165;177;216;224;214;215;209;250;232;255;237;245;343;323;176
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2020;3952;139;184;135;147;147;180;193;195;203;201;229;226;239;250;234;207;223;254;223;143
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2009;4105;91;71;80;82;116;111;111;134;160;179;199;226;271;319;396;378;321;306;378;176
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2010;3898;108;58;95;99;98;145;151;164;179;170;178;213;271;325;365;335;271;274;333;160
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2011;4063;101;101;101;109;121;147;149;171;158;193;188;231;280;337;377;340;262;319;307;146
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2012;4015;122;97;110;108;110;147;155;159;177;175;208;231;286;327;344;317;251;331;271;121
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2013;3926;122;112;105;117;127;159;166;176;186;181;205;263;264;305;300;291;264;301;258;98
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2014;4018;134;109;118;121;137;162;165;181;185;218;200;229;275;324;302;292;259;335;261;97
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2015;4013;139;119;111;111;141;164;157;177;192;190;272;200;280;317;285;250;281;307;235;85
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2016;4045;133;117;115;105;141;148;158;172;190;218;240;233;259;331;274;264;253;357;245;92
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2017;4174;122;128;123;128;145;164;161;194;178;215;240;229;289;305;284;265;264;364;254;91
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2018;4334;148;121;123;133;163;172;143;206;225;239;269;274;292;321;300;232;272;358;256;87
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2019;4386;128;112;124;138;164;163;174;195;206;251;274;267;294;307;304;277;295;355;256;102
R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2020;4376;163;169;171;143;153;166;182;202;218;256;236;268;260;338;281;289;272;312;224;73
S DRUGE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2009;5547;706;755;570;341;293;217;199;187;189;169;193;173;186;181;179;183;174;167;221;264
S DRUGE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2010;5347;528;726;659;386;292;224;208;160;175;179;165;163;168;183;167;176;176;165;186;261
S DRUGE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2011;5206;470;575;659;426;264;228;202;197;184;153;168;164;182;168;198;188;175;171;177;257
S DRUGE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2012;4965;479;529;669;354;301;222;198;184;131;156;161;158;162;160;178;171;157;168;180;247
S DRUGE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2013;4787;499;523;555;416;268;213;181;188;130;129;158;134;147;155;157;148;146;173;190;231
S DRUGE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2014;4861;527;457;664;386;288;230;172;195;151;154;156;143;155;167;173;153;146;165;175;227
S DRUGE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2015;4672;469;542;544;372;288;222;183;182;160;156;149;135;144;140;140;157;148;168;161;212
S DRUGE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2016;4954;496;592;571;380;263;262;263;182;190;178;147;164;143;149;156;147;150;149;168;204
S DRUGE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2017;5211;628;647;602;353;304;247;239;203;181;181;173;159;146;156;183;169;154;160;181;197
S DRUGE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2018;5328;614;737;613;427;253;280;237;223;177;171;182;154;151;148;169;166;113;151;174;188
S DRUGE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2019;5574;543;716;589;434;312;309;296;273;225;201;162;171;148;176;184;179;132;157;177;190
S DRUGE DEJAVNOSTI;SPOL - SKUPAJ;ZAPOSLENI - SKUPAJ;2020;5903;575;787;589;379;320;340;305;309;267;254;240;193;185;191;164;165;154;142;155;189
S DRUGE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2009;1734;152;128;117;71;76;82;79;80;81;70;67;71;81;66;71;66;66;61;107;142
S DRUGE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2010;1673;107;150;102;77;81;78;89;62;79;67;70;71;72;78;74;58;59;59;87;141
S DRUGE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2011;1672;107;116;129;91;75;69;83;74;79;57;65;74;75;78;78;78;62;58;92;132
S DRUGE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2012;1605;111;121;133;89;73;75;80;77;42;61;68;62;70;70;70;65;56;68;86;129
S DRUGE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2013;1507;109;102;125;84;71;75;69;80;64;55;69;65;58;76;67;59;49;64;86;120
S DRUGE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2014;1582;100;83;148;101;87;93;66;81;63;60;66;56;69;77;69;53;57;62;78;116
S DRUGE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2015;1533;109;111;114;106;91;77;64;72;57;62;66;62;70;55;51;59;53;72;78;104
S DRUGE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2016;1612;111;121;119;103;81;96;96;76;79;68;66;71;59;61;51;60;52;51;84;107
S DRUGE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2017;1698;143;144;130;98;81;100;85;82;80;78;68;68;63;61;66;71;50;55;85;100
S DRUGE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2018;1684;125;148;141;124;74;103;93;90;64;68;74;67;64;53;59;76;35;52;82;92
S DRUGE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2019;1772;144;139;144;110;86;103;111;94;84;80;71;72;58;60;73;77;38;56;82;90
S DRUGE DEJAVNOSTI;MOSKI;ZAPOSLENI - SKUPAJ;2020;1876;138;203;134;114;86;105;101;96;105;95;91;86;70;57;65;66;48;53;76;87
S DRUGE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2009;3813;554;627;453;270;217;135;120;107;108;99;126;102;105;115;108;117;108;106;114;122
S DRUGE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2010;3674;421;576;557;309;165;146;119;98;99;112;95;90;94;105;113;118;99;105;99;120
S DRUGE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2011;3534;363;459;530;335;189;159;119;123;105;96;103;90;107;90;120;110;113;113;85;125
S DRUGE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2012;3360;368;408;536;265;228;147;118;107;89;95;93;96;87;90;107;102;101;100;94;118
S DRUGE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2013;3280;390;421;430;332;197;138;112;97;82;74;89;84;89;102;111;102;102;109;104;111
S DRUGE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2014;3279;427;374;516;285;201;137;106;114;88;79;89;87;95;90;104;100;102;105;97;111
S DRUGE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2015;3139;360;431;430;266;197;145;119;110;103;94;83;73;74;85;89;98;95;96;83;108
S DRUGE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2016;3342;385;471;452;277;182;166;167;106;111;110;81;93;84;88;105;87;98;98;84;97
S DRUGE DEJAVNOSTI;ZENSKE;ZAPOSLENI - SKUPAJ;2017;3513;485;503;472;255;223;147;154;121;101;103;94;91;83;95;117;101;98;106;96;97
